cp_eval,white_elo,black_elo,ply,phase,time_control,tc_bucket,clock_remaining,white_clock,black_clock,side_to_move,result,game_id
-6.3,2013,1949,63,endgame,600+0,rapid,,,,white,0.0,synthetic-02338
-127.9,891,835,65,endgame,600+0,rapid,,,,white,0.0,synthetic-02339
-424.7,2587,2553,19,opening,600+0,rapid,,,,white,0.0,synthetic-02340
10.5,1268,1301,77,endgame,600+0,rapid,,,,white,1.0,synthetic-02341
-340.0,2161,2197,71,endgame,600+0,rapid,,,,white,0.0,synthetic-02342
21.3,910,945,69,endgame,600+0,rapid,,,,white,0.0,synthetic-02343
153.3,2215,2255,50,middlegame,600+0,rapid,,,,white,0.5,synthetic-02344
-160.4,1766,1756,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-02345
-382.2,1153,1215,41,middlegame,600+0,rapid,,,,white,0.0,synthetic-02346
365.3,2416,2494,26,middlegame,600+0,rapid,,,,white,1.0,synthetic-02347
-249.8,1247,1229,45,middlegame,600+0,rapid,,,,white,0.0,synthetic-02348
-407.7,1674,1632,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-02349
51.6,1216,1235,18,opening,600+0,rapid,,,,white,0.5,synthetic-02350
79.9,2292,2218,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-02351
-110.3,2580,2525,65,endgame,600+0,rapid,,,,white,0.5,synthetic-02352
440.9,1021,966,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-02353
-80.5,1449,1439,12,opening,600+0,rapid,,,,white,0.0,synthetic-02354
218.6,1475,1528,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-02355
-168.3,1533,1571,29,middlegame,600+0,rapid,,,,white,1.0,synthetic-02356
-122.5,2218,2291,20,opening,600+0,rapid,,,,white,0.5,synthetic-02357
17.2,1529,1522,73,endgame,600+0,rapid,,,,white,1.0,synthetic-02358
-54.8,860,793,45,middlegame,600+0,rapid,,,,white,0.0,synthetic-02359
481.2,1824,1827,14,opening,600+0,rapid,,,,white,1.0,synthetic-02360
259.1,1300,1310,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-02361
281.7,823,824,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-02362
-370.3,2021,1953,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-02363
-464.1,2309,2243,60,endgame,600+0,rapid,,,,white,0.0,synthetic-02364
272.3,1219,1272,18,opening,600+0,rapid,,,,white,1.0,synthetic-02365
128.0,1911,1971,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-02366
164.0,2220,2151,62,endgame,600+0,rapid,,,,white,1.0,synthetic-02367
48.3,995,990,44,middlegame,600+0,rapid,,,,white,0.5,synthetic-02368
162.6,1916,1976,19,opening,600+0,rapid,,,,white,1.0,synthetic-02369
99.0,2218,2246,40,middlegame,600+0,rapid,,,,white,0.0,synthetic-02370
-280.6,1281,1310,9,opening,600+0,rapid,,,,white,0.0,synthetic-02371
-279.8,1797,1830,61,endgame,600+0,rapid,,,,white,0.0,synthetic-02372
381.6,2320,2290,14,opening,600+0,rapid,,,,white,1.0,synthetic-02373
-296.1,1058,993,77,endgame,600+0,rapid,,,,white,0.0,synthetic-02374
-282.4,917,959,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-02375
-363.9,2495,2525,26,middlegame,600+0,rapid,,,,white,0.0,synthetic-02376
27.6,1812,1803,11,opening,600+0,rapid,,,,white,0.5,synthetic-02377
-112.0,1785,1765,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-02378
5.8,2508,2555,16,opening,600+0,rapid,,,,white,0.0,synthetic-02379
-80.0,1816,1803,72,endgame,600+0,rapid,,,,white,1.0,synthetic-02380
-264.4,1839,1818,64,endgame,600+0,rapid,,,,white,0.0,synthetic-02381
19.0,2383,2393,8,opening,600+0,rapid,,,,white,0.0,synthetic-02382
-167.7,2325,2315,11,opening,600+0,rapid,,,,white,0.0,synthetic-02383
95.4,1221,1240,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-02384
-395.7,1312,1334,15,opening,600+0,rapid,,,,white,0.0,synthetic-02385
337.3,1692,1647,73,endgame,600+0,rapid,,,,white,0.5,synthetic-02386
-84.7,2092,2119,26,middlegame,600+0,rapid,,,,white,0.5,synthetic-02387
-207.3,1891,1823,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-02388
83.1,2530,2580,20,opening,600+0,rapid,,,,white,0.5,synthetic-02389
41.6,1825,1755,40,middlegame,600+0,rapid,,,,white,0.5,synthetic-02390
-200.2,2251,2326,67,endgame,600+0,rapid,,,,white,0.0,synthetic-02391
-40.5,1405,1325,33,middlegame,600+0,rapid,,,,white,1.0,synthetic-02392
-556.8,1244,1237,68,endgame,600+0,rapid,,,,white,0.0,synthetic-02393
443.1,1736,1686,47,middlegame,600+0,rapid,,,,white,1.0,synthetic-02394
286.1,1669,1720,55,middlegame,600+0,rapid,,,,white,0.0,synthetic-02395
-301.9,2281,2353,9,opening,600+0,rapid,,,,white,1.0,synthetic-02396
-82.5,2010,1987,14,opening,600+0,rapid,,,,white,1.0,synthetic-02397
476.3,2425,2448,68,endgame,600+0,rapid,,,,white,1.0,synthetic-02398
-65.2,893,883,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-02399
